"","cowcode","year","cyear","cntyr","scode","country","un_region","un_continent","reg_id","demo_nr","demo_r","regime_r","regime_nr","duration_nr","duration_r","personal","personal2","lindex","exname","change","tdate","trans","occup","interreg","gwf_casename","gwf_startdate","gwf_enddate","gwf_spell","gwf_duration","gwf_fail","gwf_fail_subsregime","gwf_fail_type","gwf_fail_violent","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch"
"99",145,1964,1451964,"Bolivia 1964","BOL","Bolivia","South America","Americas",14502,0,0,"Multiparty","Military",1,18,1,1,1,"Rene Barrientos Ortuno",1,"11.00.1964",0,0,0,"Bolivia 52-64","04/09/1952","11/04/1964",12,12,1,2,5,1,"party-based",1,0,0,0
"100",145,1965,1451965,"Bolivia 1965","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",2,1,1,1,0.5,"Rene Barrientos Ortuno+Alfredo Ovando Candia",0,"",0,0,0,"Bolivia 64-69","11/04/1964","26/09/1969",5,1,0,0,0,0,"personal",0,1,0,0
"101",145,1966,1451966,"Bolivia 1966","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",3,2,1,1,0.555555556,"Rene Barrientos Ortuno",0,"",0,0,0,"Bolivia 64-69","11/04/1964","26/09/1969",5,2,0,0,0,0,"personal",0,1,0,0
"102",145,1967,1451967,"Bolivia 1967","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",4,3,1,1,0.625,"Rene Barrientos Ortuno",0,"",0,0,0,"Bolivia 64-69","11/04/1964","26/09/1969",5,3,0,0,0,0,"personal",0,1,0,0
"103",145,1968,1451968,"Bolivia 1968","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",5,4,1,1,0.68,"Rene Barrientos Ortuno",0,"",0,0,0,"Bolivia 64-69","11/04/1964","26/09/1969",5,4,0,0,0,0,"personal",0,1,0,0
"104",145,1969,1451969,"Bolivia 1969","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",6,5,1,1,0.5,"Alfredo Ovando Candia",0,"",0,0,0,"Bolivia 64-69","11/04/1964","26/09/1969",5,5,1,2,5,1,"personal",0,1,0,0
"105",145,1970,1451970,"Bolivia 1970","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",7,6,2,2,0.387755102,"Juan Torres Gonzalez",0,"",0,0,0,"Bolivia 69-71","26/09/1969","21/08/1971",2,1,0,0,0,0,"military",0,0,1,0
"106",145,1971,1451971,"Bolivia 1971","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",8,7,2,2,0.3125,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 69-71","26/09/1969","21/08/1971",2,2,1,2,5,3,"military",0,0,1,0
"107",145,1972,1451972,"Bolivia 1972","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",9,8,2,2,0.283950617,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,1,0,0,0,0,"military-personal",0,0,1,0
"108",145,1973,1451973,"Bolivia 1973","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",10,9,2,2,0.28,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,2,0,0,0,0,"military-personal",0,0,1,0
"109",145,1974,1451974,"Bolivia 1974","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",11,10,2,2,0.289256198,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,3,0,0,0,0,"military-personal",0,0,1,0
"110",145,1975,1451975,"Bolivia 1975","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",12,11,2,2,0.305555556,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,4,0,0,0,0,"military-personal",0,0,1,0
"111",145,1976,1451976,"Bolivia 1976","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",13,12,2,2,0.325443787,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,5,0,0,0,0,"military-personal",0,0,1,0
"112",145,1977,1451977,"Bolivia 1977","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",14,13,2,2,0.346938776,"Hugo Banzer Suarez",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,6,0,0,0,0,"military-personal",0,0,1,0
"113",145,1978,1451978,"Bolivia 1978","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",15,14,1,1,0.306666667,"David Padilla Arancibia",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,7,0,0,0,0,"military-personal",0,0,1,0
"114",145,1979,1451979,"Bolivia 1979","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",16,15,1,1,0.2734375,"Lidia Gueiler Tejada",0,"",0,0,0,"Bolivia 71-79","21/08/1971","07/01/1979",8,8,1,1,3,1,"military-personal",0,0,1,0
"115",145,1981,1451981,"Bolivia 1981","BOL","Bolivia","South America","Americas",14502,0,0,"Military","Military",18,17,2,2,0.222222222,"Celso Torrelio Villa",0,"",0,0,0,"Bolivia 80-82","17/07/1980","10/10/1982",2,1,0,0,0,0,"military",0,0,1,0
"116",145,1982,1451982,"Bolivia 1982","BOL","Bolivia","South America","Americas",14503,1,0,"Military","Democracy",1,18,NA,NA,NA,"Hernan Siles Zuazo",1,"10.00.1982",0,0,0,"Bolivia 80-82","17/07/1980","10/10/1982",2,2,1,1,4,1,"military",0,0,1,0
"117",150,1950,1501950,"Paraguay 1950","PAR","Paraguay","South America","Americas",15001,0,0,"Single Party","Single Party",3,3,2,2,0.555555556,"Federico Chavez",0,"06.03.1948",0,0,0,"Paraguay 48-54","06/03/1948","05/07/1954",6,2,0,0,0,0,"party-based",1,0,0,0
"118",150,1951,1501951,"Paraguay 1951","PAR","Paraguay","South America","Americas",15001,0,0,"Single Party","Single Party",4,4,2,2,0.625,"Federico Chavez",0,"",0,0,0,"Paraguay 48-54","06/03/1948","05/07/1954",6,3,0,0,0,0,"party-based",1,0,0,0
"119",150,1952,1501952,"Paraguay 1952","PAR","Paraguay","South America","Americas",15001,0,0,"Single Party","Single Party",5,5,2,2,0.68,"Federico Chavez",0,"",0,0,0,"Paraguay 48-54","06/03/1948","05/07/1954",6,4,0,0,0,0,"party-based",1,0,0,0
"120",150,1953,1501953,"Paraguay 1953","PAR","Paraguay","South America","Americas",15001,0,0,"Single Party","Single Party",6,6,2,2,0.722222222,"Federico Chavez",0,"",0,0,0,"Paraguay 48-54","06/03/1948","05/07/1954",6,5,0,0,0,0,"party-based",1,0,0,0
"121",150,1954,1501954,"Paraguay 1954","PAR","Paraguay","South America","Americas",15002,0,0,"Single Party","Military",1,7,2,2,1,"Alfredo Stroessner",1,"08.15.1954",0,0,0,"Paraguay 48-54","06/03/1948","05/07/1954",6,6,1,2,5,3,"party-based",1,0,0,0
"122",150,1955,1501955,"Paraguay 1955","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",2,1,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,1,0,0,0,0,"party-personal-military",1,0,0,0
"123",150,1956,1501956,"Paraguay 1956","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",3,2,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,2,0,0,0,0,"party-personal-military",1,0,0,0
"124",150,1957,1501957,"Paraguay 1957","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",4,3,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,3,0,0,0,0,"party-personal-military",1,0,0,0
"125",150,1958,1501958,"Paraguay 1958","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",5,4,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,4,0,0,0,0,"party-personal-military",1,0,0,0
"126",150,1959,1501959,"Paraguay 1959","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",6,5,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,5,0,0,0,0,"party-personal-military",1,0,0,0
"127",150,1960,1501960,"Paraguay 1960","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",7,6,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,6,0,0,0,0,"party-personal-military",1,0,0,0
"128",150,1961,1501961,"Paraguay 1961","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",8,7,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,7,0,0,0,0,"party-personal-military",1,0,0,0
"129",150,1962,1501962,"Paraguay 1962","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",9,8,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,8,0,0,0,0,"party-personal-military",1,0,0,0
"130",150,1963,1501963,"Paraguay 1963","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",10,9,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,9,0,0,0,0,"party-personal-military",1,0,0,0
"131",150,1964,1501964,"Paraguay 1964","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",11,10,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,10,0,0,0,0,"party-personal-military",1,0,0,0
"132",150,1965,1501965,"Paraguay 1965","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",12,11,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,11,0,0,0,0,"party-personal-military",1,0,0,0
"133",150,1966,1501966,"Paraguay 1966","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",13,12,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,12,0,0,0,0,"party-personal-military",1,0,0,0
"134",150,1967,1501967,"Paraguay 1967","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",14,13,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,13,0,0,0,0,"party-personal-military",1,0,0,0
"135",150,1968,1501968,"Paraguay 1968","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",15,14,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,14,0,0,0,0,"party-personal-military",1,0,0,0
"136",150,1969,1501969,"Paraguay 1969","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",16,15,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,15,0,0,0,0,"party-personal-military",1,0,0,0
"137",150,1970,1501970,"Paraguay 1970","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",17,16,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,16,0,0,0,0,"party-personal-military",1,0,0,0
"138",150,1971,1501971,"Paraguay 1971","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",18,17,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,17,0,0,0,0,"party-personal-military",1,0,0,0
"139",150,1972,1501972,"Paraguay 1972","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",19,18,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,18,0,0,0,0,"party-personal-military",1,0,0,0
"140",150,1973,1501973,"Paraguay 1973","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",20,19,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,19,0,0,0,0,"party-personal-military",1,0,0,0
"141",150,1974,1501974,"Paraguay 1974","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",21,20,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,20,0,0,0,0,"party-personal-military",1,0,0,0
"142",150,1975,1501975,"Paraguay 1975","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",22,21,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,21,0,0,0,0,"party-personal-military",1,0,0,0
"143",150,1976,1501976,"Paraguay 1976","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",23,22,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,22,0,0,0,0,"party-personal-military",1,0,0,0
"144",150,1977,1501977,"Paraguay 1977","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",24,23,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,23,0,0,0,0,"party-personal-military",1,0,0,0
"145",150,1978,1501978,"Paraguay 1978","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",25,24,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,24,0,0,0,0,"party-personal-military",1,0,0,0
"146",150,1979,1501979,"Paraguay 1979","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",26,25,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,25,0,0,0,0,"party-personal-military",1,0,0,0
"147",150,1980,1501980,"Paraguay 1980","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",27,26,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,26,0,0,0,0,"party-personal-military",1,0,0,0
"148",150,1981,1501981,"Paraguay 1981","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",28,27,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,27,0,0,0,0,"party-personal-military",1,0,0,0
"149",150,1982,1501982,"Paraguay 1982","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",29,28,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,28,0,0,0,0,"party-personal-military",1,0,0,0
"150",150,1983,1501983,"Paraguay 1983","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",30,29,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,29,0,0,0,0,"party-personal-military",1,0,0,0
"151",150,1984,1501984,"Paraguay 1984","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",31,30,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,30,0,0,0,0,"party-personal-military",1,0,0,0
"152",150,1985,1501985,"Paraguay 1985","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",32,31,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,31,0,0,0,0,"party-personal-military",1,0,0,0
"153",150,1986,1501986,"Paraguay 1986","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",33,32,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,32,0,0,0,0,"party-personal-military",1,0,0,0
"154",150,1987,1501987,"Paraguay 1987","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",34,33,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,33,0,0,0,0,"party-personal-military",1,0,0,0
"155",150,1988,1501988,"Paraguay 1988","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",35,34,2,2,1,"Alfredo Stroessner",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,34,0,0,0,0,"party-personal-military",1,0,0,0
"156",150,1989,1501989,"Paraguay 1989","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",36,35,1,1,0.945987654,"Andres Rodriguez",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,35,0,0,0,0,"party-personal-military",1,0,0,0
"157",150,1990,1501990,"Paraguay 1990","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",37,36,1,1,0.897735573,"Andres Rodriguez",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,36,0,0,0,0,"party-personal-military",1,0,0,0
"158",150,1991,1501991,"Paraguay 1991","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",38,37,1,1,0.854570637,"Andres Rodriguez",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,37,0,0,0,0,"party-personal-military",1,0,0,0
"159",150,1992,1501992,"Paraguay 1992","PAR","Paraguay","South America","Americas",15002,0,0,"Military","Military",39,38,0,0,0.815910585,"Andres Rodriguez",0,"",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,38,0,0,0,0,"party-personal-military",1,0,0,0
"160",150,1993,1501993,"Paraguay 1993","PAR","Paraguay","South America","Americas",15003,0,0,"Multiparty","Multiparty",1,1,0,0,1,"Juan Carlos Wasmosy",1,"05.09.1993",0,0,0,"Paraguay 54-93","05/07/1954","05/09/1993",39,39,1,1,1,1,"party-personal-military",1,0,0,0
"161",155,1974,1551974,"Chile 1974","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",2,1,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,1,0,0,0,0,"military-personal",0,0,1,0
"162",155,1975,1551975,"Chile 1975","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",3,2,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,2,0,0,0,0,"military-personal",0,0,1,0
"163",155,1976,1551976,"Chile 1976","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",4,3,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,3,0,0,0,0,"military-personal",0,0,1,0
"164",155,1977,1551977,"Chile 1977","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",5,4,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,4,0,0,0,0,"military-personal",0,0,1,0
"165",155,1978,1551978,"Chile 1978","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",6,5,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,5,0,0,0,0,"military-personal",0,0,1,0
"166",155,1979,1551979,"Chile 1979","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",7,6,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,6,0,0,0,0,"military-personal",0,0,1,0
"167",155,1980,1551980,"Chile 1980","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",8,7,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,7,0,0,0,0,"military-personal",0,0,1,0
"168",155,1981,1551981,"Chile 1981","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",9,8,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,8,0,0,0,0,"military-personal",0,0,1,0
"169",155,1982,1551982,"Chile 1982","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",10,9,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,9,0,0,0,0,"military-personal",0,0,1,0
"170",155,1983,1551983,"Chile 1983","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",11,10,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,10,0,0,0,0,"military-personal",0,0,1,0
"171",155,1984,1551984,"Chile 1984","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",12,11,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,11,0,0,0,0,"military-personal",0,0,1,0
"172",155,1985,1551985,"Chile 1985","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",13,12,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,12,0,0,0,0,"military-personal",0,0,1,0
"173",155,1986,1551986,"Chile 1986","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",14,13,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,13,0,0,0,0,"military-personal",0,0,1,0
"174",155,1987,1551987,"Chile 1987","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",15,14,2,2,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,14,0,0,0,0,"military-personal",0,0,1,0
"175",155,1988,1551988,"Chile 1988","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",16,15,1,1,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,15,0,0,0,0,"military-personal",0,0,1,0
"176",155,1989,1551989,"Chile 1989","CHL","Chile","South America","Americas",15502,0,0,"Military","Military",17,16,0,0,1,"Augusto Pinochet Ugarte",0,"",0,0,0,"Chile 73-89","09/11/1973","14/12/1989",16,16,1,1,3,1,"military-personal",0,0,1,0
"177",160,1952,1601952,"Argentina 1952","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",10,10,2,2,0.54,"Juan Peron",0,"",0,0,0,"Argentina 51-55","28/09/1951","16/09/1955",4,1,0,0,0,0,"personal",0,1,0,0
"178",160,1953,1601953,"Argentina 1953","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",11,11,2,2,0.570247934,"Juan Peron",0,"",0,0,0,"Argentina 51-55","28/09/1951","16/09/1955",4,2,0,0,0,0,"personal",0,1,0,0
"179",160,1954,1601954,"Argentina 1954","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",12,12,2,2,0.597222222,"Juan Peron",0,"",0,0,0,"Argentina 51-55","28/09/1951","16/09/1955",4,3,0,0,0,0,"personal",0,1,0,0
"180",160,1955,1601955,"Argentina 1955","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",13,13,NA,1,0.514792899,"Pedro Eugenio Aramburu Cilveti",0,"",1,0,0,"Argentina 51-55","28/09/1951","16/09/1955",4,4,1,2,5,1,"personal",0,1,0,0
"181",160,1956,1601956,"Argentina 1956","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",14,14,NA,1,0.459183673,"Pedro Eugenio Aramburu Cilveti",0,"",1,0,0,"Argentina 55-58","16/09/1955","23/02/1958",3,1,0,0,0,0,"military",0,0,1,0
"182",160,1957,1601957,"Argentina 1957","ARG","Argentina","South America","Americas",16001,0,0,"Military","Military",15,15,1,1,0.422222222,"Pedro Eugenio Aramburu Cilveti",0,"",0,0,0,"Argentina 55-58","16/09/1955","23/02/1958",3,2,0,0,0,0,"military",0,0,1,0
"183",160,1958,1601958,"Argentina 1958","ARG","Argentina","South America","Americas",16002,0,0,"Multiparty","Multiparty",1,1,1,1,1,"Arturo Frondizi",1,"05.01.1958",0,0,0,"Argentina 55-58","16/09/1955","23/02/1958",3,3,1,2,5,1,"military",0,0,1,0
"184",160,1959,1601959,"Argentina 1959","ARG","Argentina","South America","Americas",16002,0,0,"Multiparty","Multiparty",2,2,1,1,1,"Arturo Frondizi",0,"",0,0,0,"Argentina 58-66","23/02/1958","28/06/1966",8,1,0,0,0,0,"indirect military",0,0,1,0
"185",160,1960,1601960,"Argentina 1960","ARG","Argentina","South America","Americas",16002,0,0,"Multiparty","Multiparty",3,3,1,1,1,"Arturo Frondizi",0,"",0,0,0,"Argentina 58-66","23/02/1958","28/06/1966",8,2,0,0,0,0,"indirect military",0,0,1,0
